DictWordID,PojUnicode,PojInput,KipUnicode,KipInput,HanLoTaibunPoj,HanLoTaibunKip,HoaBun,DataProvidedBy,PojNormalized,KipNormalized
15215,ban-chek-á,ban-chek-a2,ban-tsik-á,ban-tsik-a2,屘叔仔,屘叔仔,最小的叔叔,匿名,ban-chek-a,ban-tsik-a
15216,ban-chek-á,ban-chek-a2,ban-tsik-á,ban-tsik-a2,屘叔仔,屘叔仔,小叔叔,匿名,ban-chek-a,ban-tsik-a
15217,hām-bîn,ham7-bin5,hām-bîn,ham7-bin5,陷眠,陷眠,說夢話,匿名,ham-bin,ham-bin
15218,hām-bîn,ham7-bin5,hām-bîn,ham7-bin5,陷眠,陷眠,囈語,匿名,ham-bin,ham-bin
15219,tò-kiu,to3-kiu,tò-kiu,to3-kiu,倒勼,倒勼,縮,匿名,to-kiu,to-kiu
15220,sì-sàng--ê,si3-sang3--e5,sì-sàng--ê,si3-sang3--e5,四送个,四送个,四輪傳動,匿名,si-sang--e,si-sang--e
15221,sì-sàng--ê,si3-sang3--e5,sì-sàng--ê,si3-sang3--e5,四送个,四送个,四驅,匿名,si-sang--e,si-sang--e
15222,iô-poe-á,io5-poe-a2,iô-pue-á,io5-pue-a2,搖杯仔,搖杯仔,手搖杯,匿名,io-poe-a,io-pue-a
15223,iô-poe-á,io5-poe-a2,iô-pue-á,io5-pue-a2,搖杯仔,搖杯仔,手搖飲,匿名,io-poe-a,io-pue-a
15224,ku-á,ku-a2,ku-á,ku-a2,龜仔,龜仔,滑鼠,匿名,ku-a,ku-a
15225,cháu-sio-lip,chau2-sio-lip,tsáu-sio-lip,tsau2-sio-lip,走相逐,走相逐,你追我跑,匿名,chau-sio-lip,tsau-sio-lip
15226,su-pó͘-chhia,su-poo2-chhia,su-póo-tshia,su-poo2-tshia,司捕車,司捕車,跑車,匿名,su-po-chhia,su-poo-tshia
15227,oán-chiok,oan2-chiok,uán-tsiok,uan2-tsiok,遠足,遠足,校外教學,匿名,oan-chiok,uan-tsiok
15228,thé-io̍k-chhia,the2-iok8-chhia,thé-io̍k-tshia,the2-iok8-tshia,體育車,體育車,跑車,匿名,the-iok-chhia,the-iok-tshia
15229,Káng-á-chhùi,Kang2-a2-chhui3,Káng-á-tshuì,Kang2-a2-tshui3,港仔喙,港仔喙,江子翠,匿名,Kang-a-chhui,Kang-a-tshui
15230,"chia̍h lâng chi̍t káu, hêng lâng chi̍t táu","chiah8 lang5 chit8 kau2, heng5 lang5 chit8 tau2","tsia̍h lâng tsi̍t káu, hîng lâng tsi̍t táu","tsiah8 lang5 tsit8 kau2, hing5 lang5 tsit8 tau2",食人一口，還人一斗,食人一口，還人一斗,知恩圖報,匿名,"chiah lang chit kau, heng lang chit tau","tsiah lang tsit kau, hing lang tsit tau"
15231,bāng-téng,bang7-teng2,bāng-tíng,bang7-ting2,網頂,網頂,線上,匿名,bang-teng,bang-ting
15232,chip-bê put-ngō͘,chip-be5 put-ngoo7,tsip-bê put-ngōo,tsip-be5 put-ngoo7,執迷不悟,執迷不悟,鑽牛角尖,匿名,chip-be put-ngo,tsip-be put-ngoo
15233,chia̍h-sái,chiah8-sai2,tsia̍h-sái,tsiah8-sai2,食屎,食屎,吃大便,匿名,chiah-sai,tsiah-sai
15234,góa mā beh,goa2 ma7 beh,guá mā beh,gua2 ma7 beh,我嘛欲,我嘛欲,我也要,匿名,goa ma beh,gua ma beh
15235,ko-khám,ko-kham2,ko-khám,ko-kham2,高坎,高坎,高級,匿名,ko-kham,ko-kham
15236,phòa-pêng,phoa3-peng5,phuà-pîng,phua3-ping5,破爿,破爿,分邊,匿名,phoa-peng,phua-ping
15237,ke-tè-chìⁿ/koe-tè-chìⁿ,ke-te3-chinn3/koe-te3-chinn3,ke-tè-tsìnn/kue-tè-tsìnn,ke-te3-tsinn3/kue-te3-tsinn3,雞塊糋,雞塊糋,雞塊,匿名,ke-te-chi/koe-te-chi,ke-te-tsinn/kue-te-tsinn
15238,lâm-kim-hông,lam5-kim-hong5,lâm-kim-hông,lam5-kim-hong5,藍金黃,藍金黃,藍金黃,匿名,lam-kim-hong,lam-kim-hong
15239,nâ-kim-n̂g,na5-kim-ng5,nâ-kim-n̂g,na5-kim-ng5,藍金黃,藍金黃,藍金黃,匿名,na-kim-n̂g,na-kim-n̂g
15240,san-sī,san-si7,san-sī,san-si7,山寺,山寺,山寺,匿名,san-si,san-si
15241,soaⁿ-sī,soann-si7,suann-sī,suann-si7,山寺,山寺,山寺,匿名,soa-si,suann-si
15242,soaⁿ-īⁿ,soann-inn7,suann-īnn,suann-inn7,山院,山院,山寺,匿名,soa-i,suann-inn
15243,ka-goân-nn̄g-pe̍h,ka-goan5-nng7-peh8,ka-guân-n̄ng-pe̍h,ka-guan5-nng7-peh8,膠原蛋白,膠原蛋白,膠原蛋白,匿名,ka-goan-nn̄g-peh,ka-guan-n̄ng-peh
15244,tōng-bu̍t-sèng ka-chit,tong7-but8-seng3 ka-chit,tōng-bu̍t-sìng ka-tsit,tong7-but8-sing3 ka-tsit,動物性膠質,動物性膠質,膠原蛋白,匿名,tong-but-seng ka-chit,tong-but-sing ka-tsit
15245,kiâm-liân-hî/kiâm-liân-hû,kiam5-lian5-hi5/kiam5-lian5-hu5,kiâm-liân-hî/kiâm-liân-hû,kiam5-lian5-hi5/kiam5-lian5-hu5,鹹鰱魚,鹹鰱魚,醃鮭魚,匿名,kiam-lian-hi/kiam-lian-hu,kiam-lian-hi/kiam-lian-hu
15246,cha̍h-ji̍t-ko,chah8-jit8-ko,tsa̍h-ji̍t-ko,tsah8-jit8-ko,閘日膏,閘日膏,防曬乳,匿名,chah-jit-ko,tsah-jit-ko
15247,thô͘-khip,thoo5-khip,thôo-khip,thoo5-khip,塗吸,塗吸,吸塵器,匿名,tho-khip,thoo-khip
15248,sòaⁿ-lō͘-tô͘,soann3-loo7-too5,suànn-lōo-tôo,suann3-loo7-too5,線路圖,線路圖,線路圖,匿名,soa-lo-to,suann-loo-too
15249,kà-sú-chō,ka3-su2-cho7,kà-sú-tsō,ka3-su2-tso7,駕駛座,駕駛座,駕駛座,匿名,ka-su-cho,ka-su-tso
15250,la̍k-kìⁿ-chhn̂g,lak8-kìnn-chhng5,la̍k-kìnn-tshn̂g,lak8-kìnn-tshng5,六桱床,六桱床,單人床,匿名,lak-kì-chhn̂g,lak-kìnn-tshn̂g
15251,cha̍p-kìⁿ-chhn̂g,chap8-kìnn-chhng5,tsa̍p-kìnn-tshn̂g,tsap8-kìnn-tshng5,十桱床,十桱床,雙人床,匿名,chap-kì-chhn̂g,tsap-kìnn-tshn̂g
15252,jî-tông-kio̍k,ji5-tong5-kiok8,jî-tông-kio̍k,ji5-tong5-kiok8,兒童局,兒童局,兒童局,匿名,ji-tong-kiok,ji-tong-kiok
15253,lî-tông-kio̍k,li5-tong5-kiok8,lî-tông-kio̍k,li5-tong5-kiok8,兒童局,兒童局,兒童局,匿名,li-tong-kiok,li-tong-kiok
15254,kha-kó͘,kha-koo2,kha-kóo,kha-koo2,跤股,跤股,人手,匿名,kha-ko,kha-koo
15255,kau-kó͘,kau-koo2,kau-kóo,kau-koo2,鉤股,鉤股,引號,匿名,kau-ko,kau-koo
15256,Lâm-hoâiⁿ,Lam5-hoainn5,Lâm-huâinn,Lam5-huainn5,南橫,南橫,南橫,匿名,Lam-hoai,Lam-huainn
15257,ū-liân-sòaⁿ,u7-lian5-soann3,ū-liân-suànn,u7-lian5-suann3,有連線,有連線,在線,匿名,u-lian-soa,u-lian-suann
15258,liân-sòaⁿ,lian5-soann3,liân-suànn,lian5-suann3,連線,連線,線上,匿名,lian-soa,lian-suann
15259,chhah-chhia,chhah-chhia,tshah-tshia,tshah-tshia,插車,插車,停車,匿名,chhah-chhia,tshah-tshia
15260,sǹg-ām,sng3-am7,sǹg-ām,sng3-am7,繏頷,繏頷,勒頸,匿名,sng-am,sng-am
15261,sǹg-ām,sng3-am7,sǹg-ām,sng3-am7,繏頷,繏頷,勒脖子,匿名,sng-am,sng-am
15262,kiong-á-liâu,kiong-a2-liau5,kiong-á-liâu,kiong-a2-liau5,姜仔寮,姜仔寮,姜仔寮,匿名,kiong-a-liau,kiong-a-liau
15263,khiong-á-liâu,khiong-a2-liau5,khiong-á-liâu,khiong-a2-liau5,姜仔寮,姜仔寮,姜仔寮,匿名,khiong-a-liau,khiong-a-liau
15264,khiang-á-liâu,khiang-a2-liau5,khiang-á-liâu,khiang-a2-liau5,姜仔寮,姜仔寮,姜仔寮,匿名,khiang-a-liau,khiang-a-liau
15265,keh-á-kóe,keh-a2-koe2,keh-á-kué,keh-a2-kue2,格仔粿,格仔粿,鬆餅,匿名,keh-a-koe,keh-a-kue
15266,kng-koeh,kng-koeh,kng-kueh,kng-kueh,光潔,光潔,光潔,匿名,kng-koeh,kng-kueh
15267,ji̍t-iông,jit8-iong5,ji̍t-iông,jit8-iong5,日傭,日傭,日工,匿名,jit-iong,jit-iong
15268,káu-koeh-sian,kau2-koeh-sian,káu-kueh-sian,kau2-kueh-sian,垢潔鉎,垢潔鉎,垢泥,匿名,kau-koeh-sian,kau-kueh-sian
15269,káu-koeh-sian,kau2-koeh-sian,káu-kueh-sian,kau2-kueh-sian,垢潔鉎,垢潔鉎,垢膩,匿名,kau-koeh-sian,kau-kueh-sian
15270,káu-koeh-sian,kau2-koeh-sian,káu-kueh-sian,kau2-kueh-sian,垢潔鉎,垢潔鉎,垢汙,匿名,kau-koeh-sian,kau-kueh-sian
15271,káu-koeh-sian,kau2-koeh-sian,káu-kueh-sian,kau2-kueh-sian,垢潔鉎,垢潔鉎,汙垢,匿名,kau-koeh-sian,kau-kueh-sian
15272,hōe-chîⁿ,hoe7-chinn5,huē-tsînn,hue7-tsinn5,匯錢,匯錢,匯錢,匿名,hoe-chi,hue-tsinn
15273,pōng-bīn,pong7-bin7,pōng-bīn,pong7-bin7,碰面,碰面,碰面,匿名,pong-bin,pong-bin
15274,jiû-hî-á/liû-hû-á,jiu5-hi5-a2/liu5-hu5-a2,jiû-hî-á/liû-hû-á,jiu5-hi5-a2/liu5-hu5-a2,鰇魚仔,鰇魚仔,魷魚,匿名,jiu-hi-a/liu-hu-a,jiu-hi-a/liu-hu-a
15275,po-lê-chóa,po-le5-choa2,po-lê-tsuá,po-le5-tsua2,玻璃紙,玻璃紙,玻璃紙,匿名,po-le-choa,po-le-tsua
15276,ōaⁿ-io̍h,oann7-ioh8,uānn-io̍h,uann7-ioh8,換藥,換藥,換藥,匿名,oa-ioh,uann-ioh
15277,thiàⁿ-ūn,thiann3-un7,thiànn-ūn,thiann3-un7,疼運,疼運,痛運,匿名,thia-un,thiann-un
15278,kha-tó͘-bah,kha-too2-bah,kha-tóo-bah,kha-too2-bah,跤肚肉,跤肚肉,小腿肚肉,匿名,kha-to-bah,kha-too-bah
15279,tâm-sé/tâm-sóe,tam5-se2/tam5-soe2,tâm-sé/tâm-sué,tam5-se2/tam5-sue2,澹洗,澹洗,濕洗,匿名,tam-se/tam-soe,tam-se/tam-sue
15280,chhut-liāu,chhut-liau7,tshut-liāu,tshut-liau7,出料,出料,出料,匿名,chhut-liau,tshut-liau
15281,piān-phín,pian7-phin2,piān-phín,pian7-phin2,便品,便品,便品,匿名,pian-phin,pian-phin
15282,piān-phín,pian7-phin2,piān-phín,pian7-phin2,便品,便品,現成品,匿名,pian-phin,pian-phin
15283,kū-phín,ku7-phin2,kū-phín,ku7-phin2,舊品,舊品,舊品,匿名,ku-phin,ku-phin
15284,hiān-bé/hiān-bóe,hian7-be2/hian7-boe2,hiān-bé/hiān-bué,hian7-be2/hian7-bue2,現買,現買,現買,匿名,hian-be/hian-boe,hian-be/hian-bue
15285,tiò-hî-á/tiò-hû-á,tio3-hi5-a2/tio3-hu5-a2,tiò-hî-á/tiò-hû-á,tio3-hi5-a2/tio3-hu5-a2,釣魚仔,釣魚仔,釣魚,匿名,tio-hi-a/tio-hu-a,tio-hi-a/tio-hu-a
15286,khah-tán--leh,khah-tan2--leh,khah-tán--leh,khah-tan2--leh,較等咧,較等咧,等會兒,匿名,khah-tan--leh,khah-tan--leh
15287,téng-chi̍t-chām-á,teng2-chit8-cham7-a2,tíng-tsi̍t-tsām-á,ting2-tsit8-tsam7-a2,頂一站仔,頂一站仔,前一陣子,匿名,teng-chit-cham-a,ting-tsit-tsam-a
15288,Hông-káng,Hong5-kang2,Hông-káng,Hong5-kang2,磺港,磺港,磺港,匿名,Hong-kang,Hong-kang
15289,chêng-chi̍t-kang,cheng5-chit8-kang,tsîng-tsi̍t-kang,tsing5-tsit8-kang,前一工,前一工,前一天,匿名,cheng-chit-kang,tsing-tsit-kang
15290,tōa-kho͘-lâng,toa7-khoo-lang5,tuā-khoo-lâng,tua7-khoo-lang5,大箍人,大箍人,大胖子,匿名,toa-kho-lang,tua-khoo-lang
15291,tōa-siuⁿ,toa7-siunn,tuā-siunn,tua7-siunn,大箱,大箱,大箱,匿名,toa-siu,tua-siunn
15292,tê-bú,te5-bu2,tê-bú,te5-bu2,茶舞,茶舞,茶舞,匿名,te-bu,te-bu
15293,bīn-pang,bin7-pang,bīn-pang,bin7-pang,面枋,面枋,面板,匿名,bin-pang,bin-pang
15294,hun-thâu,hun-thau5,hun-thâu,hun-thau5,昏頭,昏頭,昏頭,匿名,hun-thau,hun-thau
15295,pin-nn̂g-tàⁿ,pin-nng5-tann3,pin-nn̂g-tànn,pin-nng5-tann3,檳榔擔,檳榔擔,檳榔攤,匿名,pin-nn̂g-ta,pin-nn̂g-tann
15296,jî/lî,ji5/li5,jî/lî,ji5/li5,而,而,而,匿名,ji/li,ji/li
15297,Má-ka-tì,Ma2-ka-ti3,Má-ka-tì,Ma2-ka-ti3,馬加智,馬加智,馬卡蒂,匿名,Ma-ka-ti,Ma-ka-ti
15298,úi-sū-kì,ui2-su7-ki3,uí-sū-kì,ui2-su7-ki3,委士記,委士記,威士忌,匿名,ui-su-ki,ui-su-ki
15299,oán-le̍k,oan2-lek8,uán-li̍k,uan2-lik8,腕力,腕力,腕力,匿名,oan-lek,uan-lik
15300,oán-khoàn,oan2-khoan3,uán-khuàn,uan2-khuan3,婉勸,婉勸,婉勸,匿名,oan-khoan,uan-khuan
15301,oân-niá,oan5-nia2,uân-niá,uan5-nia2,圓領,圓領,圓領,匿名,oan-nia,uan-nia
15302,îⁿ-niá,inn5-nia2,înn-niá,inn5-nia2,圓領,圓領,圓領,匿名,i-nia,inn-nia
15303,oân-niû,oan5-niu5,uân-niû,uan5-niu5,完糧,完糧,完糧,匿名,oan-niu,uan-niu
15304,oân-phâng,oan5-phang5,uân-phâng,uan5-phang5,圓篷,圓篷,圓篷,匿名,oan-phang,uan-phang
15305,oan-iuⁿ-chím,oan-iunn-chim2,uan-iunn-tsím,uan-iunn-tsim2,鴛鴦枕,鴛鴦枕,鴛鴦枕,匿名,oan-iu-chim,uan-iunn-tsim
15306,lim-kah-pá,lim-kah-pa2,lim-kah-pá,lim-kah-pa2,啉甲飽,啉甲飽,喝到飽,匿名,lim-kah-pa,lim-kah-pa
15307,thiau-lāng,thiau-lang7,thiau-lāng,thiau-lang7,挑俍,挑俍,高䠷,匿名,thiau-lang,thiau-lang
15308,pit-hêng,pit-heng5,pit-hîng,pit-hing5,筆型,筆型,筆型,匿名,pit-heng,pit-hing
15309,chù-jī,chu3-ji7,tsù-jī,tsu3-ji7,鑄字,鑄字,鑄字,匿名,chu-ji,tsu-ji
15310,siang-jîn-chhn̂g,siang-jin5-chhng5,siang-jîn-tshn̂g,siang-jin5-tshng5,雙人床,雙人床,雙人床,匿名,siang-jin-chhn̂g,siang-jin-tshn̂g
15311,tan-jîn-chhn̂g,tan-jin5-chhng5,tan-jîn-tshn̂g,tan-jin5-tshng5,單人床,單人床,單人床,匿名,tan-jin-chhn̂g,tan-jin-tshn̂g
15312,kò-jîn-chhn̂g,ko3-jin5-chhng5,kò-jîn-tshn̂g,ko3-jin5-tshng5,個人床,個人床,單人床,匿名,ko-jin-chhn̂g,ko-jin-tshn̂g
15313,ká-kûn,ka2-kun5,ká-kûn,ka2-kun5,絞群,絞群,群聚,匿名,ka-kun,ka-kun
15314,Tek-á-ô͘,Tek-a2-oo5,Tik-á-ôo,Tik-a2-oo5,竹仔湖,竹仔湖,竹子湖,匿名,Tek-a-o,Tik-a-oo
15315,phi-á,phi-a2,phi-á,phi-a2,批仔,批仔,笠螺,匿名,phi-a,phi-a
15316,chū-iû-chō,chu7-iu5-cho7,tsū-iû-tsō,tsu7-iu5-tso7,自由座,自由座,自由座,匿名,chu-iu-cho,tsu-iu-tso
15317,lo̍h-hā-sòaⁿ,loh8-ha7-soann3,lo̍h-hā-suànn,loh8-ha7-suann3,落下傘,落下傘,降落傘,匿名,loh-ha-soa,loh-ha-suann
15318,liâng--ê,liang5--e5,liâng--ê,liang5--e5,涼的,涼的,飲料,匿名,liang--e,liang--e
15319,chúi-tō-kio̍k,chui2-to7-kiok8,tsuí-tō-kio̍k,tsui2-to7-kiok8,水道局,水道局,自來水廠,匿名,chui-to-kiok,tsui-to-kiok
15320,chúi-bū-kio̍k,chui2-bu7-kiok8,tsuí-bū-kio̍k,tsui2-bu7-kiok8,水務局,水務局,自來水廠,匿名,chui-bu-kiok,tsui-bu-kiok
15321,chúi-tō-thâu,chui2-to7-thau5,tsuí-tō-thâu,tsui2-to7-thau5,水道頭,水道頭,自來水廠,匿名,chui-to-thau,tsui-to-thau
15322,lo̍k-lo̍k-tê,lok8-lok8-te5,lo̍k-lo̍k-tê,lok8-lok8-te5,漉漉茶,漉漉茶,手搖飲,匿名,lok-lok-te,lok-lok-te
15323,Tâi-oân-bûn,Tai5-oan5-bun5,Tâi-uân-bûn,Tai5-uan5-bun5,台灣文,台灣文,台灣話文,匿名,Tai-oan-bun,Tai-uan-bun
15324,khoài-liông,khoai3-liong5,khuài-liông,khuai3-liong5,快龍,快龍,快龍,匿名,khoai-liong,khuai-liong
15325,lo̍h-phìⁿ,loh8-phinn3,lo̍h-phìnn,loh8-phinn3,落片,落片,下片,匿名,loh-phi,loh-phinn
15326,Má-keng,Ma2-keng,Má-king,Ma2-king,媽宮,媽宮,馬公,匿名,Ma-keng,Ma-king
15327,Oa̍t-gṳ́,Oat8-gur2,Ua̍t-gír,Uat8-gir2,粵語,粵語,粵語,匿名,Oat-gú,Uat-gir
15328,giú-phiò,giu2-phio3,giú-phiò,giu2-phio3,搝票,搝票,拉票,匿名,giu-phio,giu-phio
15329,ūn-kim,un7-kim,ūn-kim,un7-kim,運金,運金,運費,匿名,un-kim,un-kim
15330,ká-pang,ka2-pang,ká-pang,ka2-pang,絞幫,絞幫,打團,匿名,ka-pang,ka-pang
15331,ká-pang,ka2-pang,ká-pang,ka2-pang,絞幫,絞幫,成團,匿名,ka-pang,ka-pang
15332,ká-pang,ka2-pang,ká-pang,ka2-pang,絞幫,絞幫,成群,匿名,ka-pang,ka-pang
15333,ká-kûn,ka2-kun5,ká-kûn,ka2-kun5,絞群,絞群,成群,匿名,ka-kun,ka-kun
15334,oan-iuⁿ-thui,oan-iunn-thui,uan-iunn-thui,uan-iunn-thui,鴛鴦梯,鴛鴦梯,鴛鴦梯,匿名,oan-iu-thui,uan-iunn-thui
15335,pe̍h-liáu-kang,peh8-liau2-kang,pe̍h-liáu-kang,peh8-liau2-kang,白了工,白了工,白費工夫,匿名,peh-liau-kang,peh-liau-kang
15336,hoan-tńg-kang,hoan-tng2-kang,huan-tńg-kang,huan-tng2-kang,翻轉工,翻轉工,隔天,匿名,hoan-tng-kang,huan-tng-kang
15337,tân,tan5,tân,tan5,霆,霆,鳴響,匿名,tan,tan
15338,nńg-thô͘-chhim-ku̍t,nng2-thoo5-chhim-kut8,nńg-thôo-tshim-ku̍t,nng2-thoo5-tshim-kut8,軟塗深掘,軟塗深掘,軟土深掘,匿名,nng-tho-chhim-kut,nng-thoo-tshim-kut
15339,Eng-thô Oân-á,Eng-tho5 Oan5-a2,Ing-thô Uân-á,Ing-tho5 Uan5-a2,櫻桃丸子,櫻桃丸子,櫻桃小丸子,匿名,Eng-tho Oan-a,Ing-tho Uan-a
15340,Kheh-lâng-á-ōe,Kheh-lang5-a2-oe7,Kheh-lâng-á-uē,Kheh-lang5-a2-ue7,客人仔話,客人仔話,客語,匿名,Kheh-lang-a-oe,Kheh-lang-a-ue
15341,lut-koaⁿ,lut-koann,lut-kuann,lut-kuann,甪官,甪官,罷免,匿名,lut-koa,lut-kuann
15342,liâng-tê,liang5-te5,liâng-tê,liang5-te5,涼茶,涼茶,飲料,匿名,liang-te,liang-te
15343,chia̍h-kiⁿ,chiah8-kinn,tsia̍h-kinn,tsiah8-kinn,食鹼,食鹼,受挫,匿名,chiah-ki,tsiah-kinn
15344,chia̍h-kiⁿ,chiah8-kinn,tsia̍h-kinn,tsiah8-kinn,食鹼,食鹼,吃大虧,匿名,chiah-ki,tsiah-kinn
15345,kám án-ne,kam2 an2-ne,kám án-ne,kam2 an2-ne,敢按呢,敢按呢,是這樣嗎,匿名,kam an-ne,kam an-ne
15346,tiān-hóe-thiāu-á/tiān-hé-thiāu-á,tian7-hoe2-thiau7-a2/tian7-he2-thiau7-a2,tiān-hué-thiāu-á/tiān-hé-thiāu-á,tian7-hue2-thiau7-a2/tian7-he2-thiau7-a2,電火柱仔,電火柱仔,電線桿,匿名,tian-hoe-thiau-a/tian-he-thiau-a,tian-hue-thiau-a/tian-he-thiau-a
15347,Tāi-jūn-hoat,Tai7-jun7-hoat,Tāi-jūn-huat,Tai7-jun7-huat,大潤發,大潤發,大潤發,匿名,Tai-jun-hoat,Tai-jun-huat
15348,khioh-sòe,khioh-soe3,khioh-suè,khioh-sue3,抾稅,抾稅,收稅,匿名,khioh-soe,khioh-sue
15349,khó͘-koe-kho͘,khoo2-koe-khoo,khóo-kue-khoo,khoo2-kue-khoo,苦瓜箍,苦瓜箍,苦瓜塊,匿名,kho-koe-kho,khoo-kue-khoo
15350,Siú-siâⁿ-hūn,Siu2-siann5-hun7,Siú-siânn-hūn,Siu2-siann5-hun7,守城份,守城份,守城份,匿名,Siu-sia-hun,Siu-siann-hun
15351,Tōa-làm,Toa7-lam3,Tuā-làm,Tua7-lam3,大湳,大湳,大湳,匿名,Toa-lam,Tua-lam
15352,Giâ-kang-lūn,Gia5-kang-lun7,Giâ-kang-lūn,Gia5-kang-lun7,蜈蚣崙,蜈蚣崙,蜈蚣崙,匿名,Gia-kang-lun,Gia-kang-lun
15353,gû-khùn-soaⁿ,gu5-khun3-soann,gû-khùn-suann,gu5-khun3-suann,牛睏山,牛睏山,牛眠山,匿名,gu-khun-soa,gu-khun-suann
15354,Kńg-hú-ōe,Kng2-hu2-oe7,Kńg-hú-uē,Kng2-hu2-ue7,廣府話,廣府話,廣府話,匿名,Kng-hu-oe,Kng-hu-ue
15355,Kńg-chiu-ōe,Kng2-chiu-oe7,Kńg-tsiu-uē,Kng2-tsiu-ue7,廣州話,廣州話,廣州話,匿名,Kng-chiu-oe,Kng-tsiu-ue
15356,Kheh-ka-ōe,Kheh-ka-oe7,Kheh-ka-uē,Kheh-ka-ue7,客家話,客家話,客家話,匿名,Kheh-ka-oe,Kheh-ka-ue
15357,Kheh-ka-lâng,Kheh-ka-lang5,Kheh-ka-lâng,Kheh-ka-lang5,客家人,客家人,客家人,匿名,Kheh-ka-lang,Kheh-ka-lang
15358,Kheh-ka-ōe,Kheh-ka-oe7,Kheh-ka-uē,Kheh-ka-ue7,客家話,客家話,客語,匿名,Kheh-ka-oe,Kheh-ka-ue
15359,Kheh-ka-ōe,Kheh-ka-oe7,Kheh-ka-uē,Kheh-ka-ue7,客家話,客家話,客家語,匿名,Kheh-ka-oe,Kheh-ka-ue
15360,Chi-ná-lâng,Chi-na2-lang5,Tsi-ná-lâng,Tsi-na2-lang5,支那人,支那人,中國人,匿名,Chi-na-lang,Tsi-na-lang
15361,Pe̍h-ōe-jī,Peh8-oe7-ji7,Pe̍h-uē-jī,Peh8-ue7-ji7,白話字,白話字,白話字,匿名,Peh-oe-ji,Peh-ue-ji
15362,La-teng-jī,La-teng-ji7,La-ting-jī,La-ting-ji7,拉丁字,拉丁字,羅馬字,匿名,La-teng-ji,La-ting-ji
15363,khà-jī-ki,kha3-ji7-ki,khà-jī-ki,kha3-ji7-ki,敲字機,敲字機,打字機,匿名,kha-ji-ki,kha-ji-ki
15364,khǹg-hòe,khng3-hoe3,khǹg-huè,khng3-hue3,囥歲,囥歲,凍齡,匿名,khng-hoe,khng-hue
15365,keⁿ-pn̄g/kiⁿ-pn̄g,kenn-png7/kinn-png7,kenn-pn̄g/kinn-pn̄g,kenn-png7/kinn-png7,羹飯,羹飯,燴飯,匿名,ke-pn̄g/ki-pn̄g,kenn-pn̄g/kinn-pn̄g
15366,iang-saⁿ-thok-sì,iang-sann-thok-si3,iang-sann-thok-sì,iang-sann-thok-si3,央三託四,央三託四,多方請託,匿名,iang-sa-thok-si,iang-sann-thok-si
15367,toaⁿ-sûn,toann-sun5,tuann-sûn,tuann-sun5,單巡,單巡,單眼皮,匿名,toa-sun,tuann-sun
15368,hun-kiáⁿ,hun-kiann2,hun-kiánn,hun-kiann2,分囝,分囝,分子,匿名,hun-kia,hun-kiann
15369,hun-bú,hun-bu2,hun-bú,hun-bu2,分母,分母,分母,匿名,hun-bu,hun-bu
15370,bû-bêng-sī,bu5-beng5-si7,bû-bîng-sī,bu5-bing5-si7,無名氏,無名氏,無名氏,匿名,bu-beng-si,bu-bing-si
15371,tiān-sam,tian7-sam,tiān-sam,tian7-sam,電杉,電杉,電線桿,匿名,tian-sam,tian-sam
15372,iu-ut-chèng,iu-ut-cheng3,iu-ut-tsìng,iu-ut-tsing3,憂鬱症,憂鬱症,憂鬱症,匿名,iu-ut-cheng,iu-ut-tsing
15373,pak-tn̂g,pak-tng5,pak-tn̂g,pak-tng5,腹腸,腹腸,心機,匿名,pak-tn̂g,pak-tn̂g
15374,so-jiáu,so-jiau2,so-jiáu,so-jiau2,騷擾,騷擾,騷擾,匿名,so-jiau,so-jiau
15375,pún-gîn,pun2-gin5,pún-gîn,pun2-gin5,本銀,本銀,本金,匿名,pun-gin,pun-gin
15376,chàn-siaⁿ-tūi,chan3-siann-tui7,tsàn-siann-tuī,tsan3-siann-tui7,贊聲隊,贊聲隊,啦啦隊,匿名,chan-sia-tui,tsan-siann-tui
15377,chhàu-hun-chiú-bī,chhau3-hun-chiu2-bi7,tshàu-hun-tsiú-bī,tshau3-hun-tsiu2-bi7,臭薰酒味,臭薰酒味,臭菸酒味,匿名,chhau-hun-chiu-bi,tshau-hun-tsiu-bi
15378,sai-bí-lō͘,sai-bi2-loo7,sai-bí-lōo,sai-bi2-loo7,西米露,西米露,西米露,匿名,sai-bi-lo,sai-bi-loo
15379,kiú-thô͘-liông-siám,kiu2-thoo5-liong5-siam2,kiú-thôo-liông-siám,kiu2-thoo5-liong5-siam2,九頭龍閃,九頭龍閃,九頭龍閃,匿名,kiu-tho-liong-siam,kiu-thoo-liong-siam
15380,chia̍t-kûn-tō,chiat8-kun5-to7,tsia̍t-kûn-tō,tsiat8-kun5-to7,截拳道,截拳道,截拳道,匿名,chiat-kun-to,tsiat-kun-to
15381,siù-lâng,siu3-lang5,siù-lâng,siu3-lang5,獸人,獸人,獸人,匿名,siu-lang,siu-lang
15382,chia̍t-chhèng-tō,chiat8-chheng3-to7,tsia̍t-tshìng-tō,tsiat8-tshing3-to7,截銃道,截銃道,截銃道,匿名,chiat-chheng-to,tsiat-tshing-to
15383,chia̍t-chhèng-tō,chiat8-chheng3-to7,tsia̍t-tshìng-tō,tsiat8-tshing3-to7,截銃道,截銃道,銃鬥術,匿名,chiat-chheng-to,tsiat-tshing-to
