id,poj_unicode,poj_input,kip_unicode,kip_input,hanlo_taibun_poj,hanlo_taibun_kip,hoabun,english,poochhiong_chuliau,muithe_miachheng,hongsang_jitki,liankiat,poj_normalized,kip_normalized
2690,lông-á-lāi,long5-a2-lai7,lông-á-lāi,long5-a2-lai7,櫳仔內,櫳仔內,坐牢,,相關詞：siăn-pái(前輩),【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,long-a-lai,long-a-lai
2691,liâu--lo̍h-khì,liau5--loh8-khi3,liâu--lo̍h-khì,liau5--loh8-khi3,liâu--落起,liâu--落起,深入參與,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,liau--loh-khi,liau--loh-khi
2692,"Hóe-sio-ko͘ -liâu, choân bô bāng","Hoe2-sio-koo -liau5, choan5 bo5 bang7","Hué-sio-koo -liâu, tsuân bô bāng","Hue2-sio-koo -liau5, tsuan5 bo5 bang7",火燒罟寮，全無網(望),火燒罟寮，全無網(望),,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,"Hoe-sio-ko -liau, choan bo bang","Hue-sio-koo -liau, tsuan bo bang"
2693,"Chêng Kok-chhek kò͘-būn Chiā Chhong-bín, bô͘-á tì--leh, ām-kin/ām-kun moa--leh, chē tī tâi-á-kha, hit-chūn i í-keng chia̍h kàu 83 hòe.","Cheng5 Kok-chhek koo3-bun7 Chia7 Chhong-bin2, boo5-a2 ti3--leh, am7-kin/am7-kun moa--leh, che7 ti7 tai5-a2-kha, hit-chun7 i i2-keng chiah8 kau3 83 hoe3.","Tsîng Kok-tshik kòo-būn Tsiā Tshong-bín, bôo-á tì--leh, ām-kin/ām-kun mua--leh, tsē tī tâi-á-kha, hit-tsūn i í-king tsia̍h kàu 8 huè.","Tsing5 Kok-tshik koo3-bun7 Tsia7 Tshong-bin2, boo5-a2 ti3--leh, am7-kin/am7-kun mua--leh, tse7 ti7 tai5-a2-kha, hit-tsun7 i i2-king tsiah8 kau3 83 hue3.",前國策顧問謝聰敏，帽仔戴咧、頷巾幔咧，坐佇台仔跤，彼陣伊已經食到83歲,前國策顧問謝聰敏，帽仔戴咧、頷巾幔咧，坐佇台仔跤，彼陣伊已經食到83歲,前國策顧問謝聰敏，戴著帽子，圍巾坐在台下，當時的他已經高齡83歲。,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,"Cheng Kok-chhek ko-bun Chia Chhong-bin, bo-a ti--leh, am-kin/am-kun moa--leh, che ti tai-a-kha, hit-chun i i-keng chiah kau 83 hoe.","Tsing Kok-tshik koo-bun Tsia Tshong-bin, boo-a ti--leh, am-kin/am-kun mua--leh, tse ti tai-a-kha, hit-tsun i i-king tsiah kau 8 hue."
2694,"Keng-kah-kut thu̍t-lûn soah bô thang tī-pēⁿ, tn̂g-kî chia̍h io̍h-á chí-thiàⁿ, chí-thiàⁿ-io̍h-á chia̍h kú liáu-āu io-chí tō hāi.","Keng-kah-kut thut8-lun5 soah bo5 thang ti7-penn7, tng5-ki5 chiah8 ioh8-a2 chi2-thiann3, chi2-thiann3-ioh8-a2 chiah8 ku2 liau2-au7 io-chi2 to7 hai7.","King-kah-kut thu̍t-lûn suah bô thang tī-pēnn, tn̂g-kî tsia̍h io̍h-á tsí-thiànn, tsí-thiànn-io̍h-á tsia̍h kú liáu-āu io-tsí tō hāi.","King-kah-kut thut8-lun5 suah bo5 thang ti7-penn7, tng5-ki5 tsiah8 ioh8-a2 tsi2-thiann3, tsi2-thiann3-ioh8-a2 tsiah8 ku2 liau2-au7 io-tsi2 to7 hai7.",肩胛骨脫輪煞無thang治病，長期食藥仔止痛，止疼藥仔食久了後腰子就害。,肩胛骨脫輪煞無thang治病，長期食藥仔止痛，止疼藥仔食久了後腰子就害。,肩膀脫臼沒有辦法醫，長期靠吃止痛藥，止痛藥吃久了就傷腎。,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,"Keng-kah-kut thut-lun soah bo thang ti-pe, tn̂g-ki chiah ioh-a chi-thia, chi-thia-ioh-a chiah ku liau-au io-chi to hai.","King-kah-kut thut-lun suah bo thang ti-penn, tn̂g-ki tsiah ioh-a tsi-thiann, tsi-thiann-ioh-a tsiah ku liau-au io-tsi to hai."
2695,"Hoan-thâu siūⁿ-khí ang-sài siū-tio̍h pō-le̍k tùi-thāi, tì-sú nî-lāu sé-io-chí, sin-thé bē-kham chŏaⁿ lâi kòe-sin, Chiā Chhong-bín hu-jîn bē lún tit nâ-âu-tīⁿ.","Hoan-thau5 siunn7-khi2 ang-sai3 siu7-tioh8 po7-lek8 tui3-thai7, ti3-su2 ni5-lau7 se2-io-chi2, sin-the2 be7-kham choann9 lai5 koe3-sin, Chia7 Chhong-bin2 hu-jin5 be7 lun2 tit na5-au5-tinn7.","Huan-thâu siūnn-khí ang-sài siū-tio̍h pō-li̍k tuì-thāi, tì-sú nî-lāu sé-io-tsí, sin-thé bē-kham tsua̋nn lâi kuè-sin, Tsiā Tshong-bín hu-jîn bē lún tit nâ-âu-tīnn.","Huan-thau5 siunn7-khi2 ang-sai3 siu7-tioh8 po7-lik8 tui3-thai7, ti3-su2 ni5-lau7 se2-io-tsi2, sin-the2 be7-kham tsuann9 lai5 kue3-sin, Tsia7 Tshong-bin2 hu-jin5 be7 lun2 tit na5-au5-tinn7.",翻頭想起翁婿受著暴力對待，致使年老洗腰子，身體袂堪chŏaⁿ來過身，謝聰敏夫人袂忍得嚨喉滇。,翻頭想起翁婿受著暴力對待，致使年老洗腰子，身體袂堪tsua̋nn來過身，謝聰敏夫人袂忍得嚨喉滇。,回顧先生遭受暴力對待，導致晚年洗腎，不敵病魔離世，謝聰敏的太太忍不住哽咽。,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,"Hoan-thau siu-khi ang-sai siu-tioh po-lek tui-thai, ti-su ni-lau se-io-chi, sin-the be-kham choa lai koe-sin, Chia Chhong-bin hu-jin be lun tit na-au-ti.","Huan-thau siunn-khi ang-sai siu-tioh po-lik tui-thai, ti-su ni-lau se-io-tsi, sin-the be-kham tsua̋nn lai kue-sin, Tsia Tshong-bin hu-jin be lun tit na-au-tinn."
2696,"Chi̍t-sì-lâng ūi-tio̍h cheng-chhu bîn-chú chē-kaⁿ nn̄g-pái, ūi-tio̍h beh thè kài-giâm sî-kî chèng-tī siū-lān-chiá sé-chheng chōe-miâ sì-kè cháu-chông.","Chit8-si3-lang5 ui7-tioh8 cheng-chhu bin5-chu2 che7-kann nng7-pai2, ui7-tioh8 beh the3 kai3-giam5 si5-ki5 cheng3-ti7 siu7-lan7-chia2 se2-chheng choe7-mia5 si3-ke3 chau2-chong5.","Tsi̍t-sì-lâng uī-tio̍h tsing-tshu bîn-tsú tsē-kann nn̄g-pái, uī-tio̍h beh thè kài-giâm sî-kî tsìng-tī siū-lān-tsiá sé-tshing tsuē-miâ sì-kè tsáu-tsông.","Tsit8-si3-lang5 ui7-tioh8 tsing-tshu bin5-tsu2 tse7-kann nng7-pai2, ui7-tioh8 beh the3 kai3-giam5 si5-ki5 tsing3-ti7 siu7-lan7-tsia2 se2-tshing tsue7-mia5 si3-ke3 tsau2-tsong5.",一世人為著爭取民主坐監兩擺，為著欲替戒嚴時期政治受難者洗清罪名四界走傱。,一世人為著爭取民主坐監兩擺，為著欲替戒嚴時期政治受難者洗清罪名四界走傱。,一生為爭取民主兩度身陷黑牢，為平反戒嚴時期政治受難者全力奔走,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,"Chit-si-lang ui-tioh cheng-chhu bin-chu che-ka nn̄g-pai, ui-tioh beh the kai-giam si-ki cheng-ti siu-lan-chia se-chheng choe-mia si-ke chau-chong.","Tsit-si-lang ui-tioh tsing-tshu bin-tsu tse-kann nn̄g-pai, ui-tioh beh the kai-giam si-ki tsing-ti siu-lan-tsia se-tshing tsue-mia si-ke tsau-tsong."
2697,"Sui-bóng Chiā Chhong-bín í-keng khì chò-sian--ah, m̄-koh siong-sìn bîn-chú chit tiâu lō͘, lán ē kè-sio̍k kiâⁿ--lo̍h-khì.","Sui-bong2 Chia7 Chhong-bin2 i2-keng khi3 cho3-sian--ah, m7-koh siong-sin3 bin5-chu2 chit tiau5 loo7, lan2 e7 ke3-siok8 kiann5--loh8-khi3.","Sui-bóng Tsiā Tshong-bín í-king khì tsò-sian--ah, m̄-koh siong-sìn bîn-tsú tsit tiâu lōo, lán ē kè-sio̍k kiânn--lo̍h-khì.","Sui-bong2 Tsia7 Tshong-bin2 i2-king khi3 tso3-sian--ah, m7-koh siong-sin3 bin5-tsu2 tsit tiau5 loo7, lan2 e7 ke3-siok8 kiann5--loh8-khi3.",雖罔謝聰敏已經去做仙矣，毋過相信民主這條路，咱會繼續行落去。,雖罔謝聰敏已經去做仙矣，毋過相信民主這條路，咱會繼續行落去。,儘管謝聰敏已經與世長辭，但相信民主的火苗會繼續延燒下去,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,"Sui-bong Chia Chhong-bin i-keng khi cho-sian--ah, m̄-koh siong-sin bin-chu chit tiau lo, lan e ke-siok kia--loh-khi.","Sui-bong Tsia Tshong-bin i-king khi tso-sian--ah, m̄-koh siong-sin bin-tsu tsit tiau loo, lan e ke-siok kiann--loh-khi."
2698,chèng-tī àu-chhàu,cheng3-ti7 au3-chhau3,tsìng-tī àu-tshàu,tsing3-ti7 au3-tshau3,政治漚臭,政治漚臭,政治腐敗,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,cheng-ti au-chhau,tsing-ti au-tshau
2699,chhī-chháu-bái,chhi7-chhau2-bai2,tshī-tsháu-bái,tshi7-tshau2-bai2,市草䆀,市草䆀,景氣不好,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,chhi-chhau-bai,tshi-tshau-bai
2700,chhìn-sim chek-oàn,chhin3-sim chek-oan3,tshìn-sim tsik-uàn,tshin3-sim tsik-uan3,凊心積怨,凊心積怨,失望透頂,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,chhin-sim chek-oan,tshin-sim tsik-uan
2701,chang--tio̍h,chang--tioh8,tsang--tio̍h,tsang--tioh8,chang--tio̍h,tsang--tio̍h,逮到,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,chang--tioh,tsang--tioh
2702,pn̄g-hok-khì,png7-hok-khi3,pn̄g-hok-khì,png7-hok-khi3,傍福氣,傍福氣,託某人的福氣，託福,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,pn̄g-hok-khi,pn̄g-hok-khi
2703,póe ho͘ chheng,poe2 hoo chheng,pué hoo tshing,pue2 hoo tshing,póe ho͘清,pué hoo清,釐清,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,poe ho chheng,pue hoo tshing
2704,chhìn-sim,chhin3-sim,tshìn-sim,tshin3-sim,凊心,凊心,心寒,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,chhin-sim,tshin-sim
2705,chang,chang,tsang,tsang,chang,tsang,守候，然後抓到,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,chang,tsang
2706,pì-hō͘,pi3-hoo7,pì-hōo,pi3-hoo7,庇護,庇護,庇護,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,pi-ho,pi-hoo
2707,chîn-ba̍k,chin5-bak8,tsîn-ba̍k,tsin5-bak8,繩目,繩目,張大眼直視,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,chin-bak,tsin-bak
2708,pn̄g,png7,pn̄g,png7,傍,傍,受他人幸福、勢力等致蔭而得到恩惠,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,pn̄g,pn̄g
2709,chia̍h-bián-chîⁿ-pn̄g,chiah8-bian2-chinn5-png7,tsia̍h-bián-tsînn-pn̄g,tsiah8-bian2-tsinn5-png7,食免錢飯,食免錢飯,坐牢,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,chiah-bian-chi-pn̄g,tsiah-bian-tsinn-pn̄g
2710,kaⁿ-ga̍k,kann-gak8,kann-ga̍k,kann-gak8,監獄,監獄,監獄,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,ka-gak,kann-gak
2711,siăn-pái,sian9-pai2,sia̋n-pái,sian9-pai2,siăn-pái,sia̋n-pái,前輩(日文發音),,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,sian-pai,sia̋n-pai
2712,póe,poe2,pué,pue2,póe,pué,撥開,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,poe,pue
2713,pé,pe2,pé,pe2,pé,pé,撥開,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,pe,pe
2714,"Góa chit ê lāu--ê to liâu--lo̍h-khì-ah, lí bô thīn kám kóng ē-tit-kòe/ōe-tit-kè?","Goa2 chit e5 lau7--e5 to liau5--loh8-khi3-ah, li2 bo5 thin7 kam2 kong2 e7-tit-koe3/oe7-tit-ke3?","Guá tsit ê lāu--ê to liâu--lo̍h-khì-ah, lí bô thīn kám kóng ē-tit-kuè/uē-tit-kè?","Gua2 tsit e5 lau7--e5 to liau5--loh8-khi3-ah, li2 bo5 thin7 kam2 kong2 e7-tit-kue3/ue7-tit-ke3?",我這个老--ê都蹽--落-去-ah，你無伨敢講會得過？,我這个老--ê都蹽--落-去-ah，你無伨敢講會得過？,,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,"Goa chit e lau--e to liau--loh-khi-ah, li bo thin kam kong e-tit-koe/oe-tit-ke?","Gua tsit e lau--e to liau--loh-khi-ah, li bo thin kam kong e-tit-kue/ue-tit-ke?"
2715,chiâu giâm-keh kéng--kòe,chiau5 giam5-keh keng2--koe3,tsiâu giâm-keh kíng--kuè,tsiau5 giam5-keh king2--kue3,齊嚴格揀--過,齊嚴格揀--過,嚴格挑選,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,chiau giam-keh keng--koe,tsiau giam-keh king--kue
2716,pó-niá phín-chit,po2-nia2 phin2-chit,pó-niá phín-tsit,po2-nia2 phin2-tsit,保領品質,保領品質,確保品質,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,po-nia phin-chit,po-nia phin-tsit
2717,chi̍t-pî-chi̍t-pî,chit8-pi5-chit8-pi5,tsi̍t-pî-tsi̍t-pî,tsit8-pi5-tsit8-pi5,一枇一枇,一枇一枇,一串一串,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,chit-pi-chit-pi,tsit-pi-tsit-pi
2718,sek-tō͘,sek-too7,sik-tōo,sik-too7,熟度,熟度,熟度,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,sek-to,sik-too
2719,thàn-chia̍h,than3-chiah8,thàn-tsia̍h,than3-tsiah8,趁食,趁食,過生活,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,than-chiah,than-tsiah
2720,sûn--kòe,sun5--koe3,sûn--kuè,sun5--kue3,巡--過,巡--過,巡視,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,sun--koe,sun--kue
2721,koh-chē-koh-súi,koh-che7-koh-sui2,koh-tsē-koh-suí,koh-tse7-koh-sui2,閣濟閣媠,閣濟閣媠,結實纍纍,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,koh-che-koh-sui,koh-tse-koh-sui
2722,Chit khe/khoe bô hî pa̍t khe tiò,Chit khe/khoe bo5 hi5 pat8 khe tio3,Tsit khe/khue bô hî pa̍t khe tiò,Tsit khe/khue bo5 hi5 pat8 khe tio3,這溪無魚別溪釣,這溪無魚別溪釣,,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,Chit khe/khoe bo hi pat khe tio,Tsit khe/khue bo hi pat khe tio
2723,"Bêng chai-iáⁿ lâng leh chò-goe̍h-lāi/chòe-ge̍h-lāi, lí soah lâi kā lâng phah pâng-mn̂g.","Beng5 chai-iann2 lang5 leh cho3-goeh8-lai7/choe3-geh8-lai7, li2 soah lai5 ka7 lang5 phah pang5-mng5.","Bîng tsai-iánn lâng leh tsò-gue̍h-lāi/tsuè-ge̍h-lāi, lí suah lâi kā lâng phah pâng-mn̂g.","Bing5 tsai-iann2 lang5 leh tso3-gueh8-lai7/tsue3-geh8-lai7, li2 suah lai5 ka7 lang5 phah pang5-mng5.",明知影人咧做月內，你煞來kā人拍房門,明知影人咧做月內，你煞來kā人拍房門,,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,"Beng chai-ia lang leh cho-goeh-lai/choe-geh-lai, li soah lai ka lang phah pang-mn̂g.","Bing tsai-iann lang leh tso-gueh-lai/tsue-geh-lai, li suah lai ka lang phah pang-mn̂g."
2724,"Kang-chok jîn-oân bô-êng teh hun-lūi, chiâu giâm-keh kéng--kòe/kè, pó-niá phín-chit","Kang-chok jin5-oan5 bo5-eng5 teh hun-lui7, chiau5 giam5-keh keng2--koe3/ke3, po2-nia2 phin2-chit","Kang-tsok jîn-uân bô-îng teh hun-luī, tsiâu giâm-keh kíng--kuè/kè, pó-niá phín-tsit","Kang-tsok jin5-uan5 bo5-ing5 teh hun-lui7, tsiau5 giam5-keh king2--kue3/ke3, po2-nia2 phin2-tsit",工作人員無閒咧分類，齊嚴格揀--過，保領品質，,工作人員無閒咧分類，齊嚴格揀--過，保領品質，,工作人員忙著分類，嚴格挑選，確保品質,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,"Kang-chok jin-oan bo-eng teh hun-lui, chiau giam-keh keng--koe/ke, po-nia phin-chit","Kang-tsok jin-uan bo-ing teh hun-lui, tsiau giam-keh king--kue/ke, po-nia phin-tsit"
2725,"chi̍t-pî chi̍t-pî gōa-piáu chheⁿ-sek/chhiⁿ-sek ê kin-chio, sui-bóng kan-na chhit hun pòaⁿ sek,","chit8-pi5 chit8-pi5 goa7-piau2 chhenn-sek/chhinn-sek e5 kin-chio, sui-bong2 kan-na chhit hun poann3 sek,","tsi̍t-pî tsi̍t-pî guā-piáu tshenn-sik/tshinn-sik ê kin-tsio, sui-bóng kan-na tshit hun puànn sik,","tsit8-pi5 tsit8-pi5 gua7-piau2 tshenn-sik/tshinn-sik e5 kin-tsio, sui-bong2 kan-na tshit hun puann3 sik,",一枇一批外表青色ê弓蕉，雖罔kan-na七分半sek,一枇一批外表青色ê弓蕉，雖罔kan-na七分半sik,一串一串外表呈現綠色的香蕉，雖然只有七分半熟,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,"chit-pi chit-pi goa-piau chhe-sek/chhi-sek e kin-chio, sui-bong kan-na chhit hun poa sek,","tsit-pi tsit-pi gua-piau tshenn-sik/tshinn-sik e kin-tsio, sui-bong kan-na tshit hun puann sik,"
2726,"m̄-koh gōa-siau kàu Ji̍t-pún ê sî, sek-tō͘ tú-tú-á hó.","m7-koh goa7-siau kau3 Jit8-pun2 e5 si5, sek-too7 tu2-tu2-a2 ho2.","m̄-koh guā-siau kàu Ji̍t-pún ê sî, sik-tōo tú-tú-á hó.","m7-koh gua7-siau kau3 Jit8-pun2 e5 si5, sik-too7 tu2-tu2-a2 ho2.",毋過外銷到日本ê時，sek度拄拄仔好,毋過外銷到日本ê時，sik度拄拄仔好,不過外銷到日本熟度剛剛好,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,"m̄-koh goa-siau kau Jit-pun e si, sek-to tu-tu-a ho.","m̄-koh gua-siau kau Jit-pun e si, sik-too tu-tu-a ho."
2727,"Beh thàn chia̍h chit-chūn seng-lí oh chò,","Beh than3 chiah8 chit-chun7 seng-li2 oh cho3,","Beh thàn tsia̍h tsit-tsūn sing-lí oh tsò,","Beh than3 tsiah8 tsit-tsun7 sing-li2 oh tso3,",欲趁食這陣生理僫做，,欲趁食這陣生理僫做，,要過生活做生意不容易,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,"Beh than chiah chit-chun seng-li oh cho,","Beh than tsiah tsit-tsun sing-li oh tso,"
2728,góa mā siūⁿ beh tòe a-pa lâi chèng kin-chio,goa2 ma7 siunn7 beh toe3 a-pa lai5 cheng3 kin-chio,guá mā siūnn beh tuè a-pa lâi tsìng kin-tsio,gua2 ma7 siunn7 beh tue3 a-pa lai5 tsing3 kin-tsio,我嘛想欲綴阿爸來種弓蕉。,我嘛想欲綴阿爸來種弓蕉。,我也想要跟著爸爸來種香蕉,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,goa ma siu beh toe a-pa lai cheng kin-chio,gua ma siunn beh tue a-pa lai tsing kin-tsio
2729,"Goán/Gún kin-chio ê sek-tō͘ bē chhiau-kòe/chhiau-kè peh-hun/poeh-hun,","Goan2/Gun2 kin-chio e5 sek-too7 be7 chhiau-koe3/chhiau-ke3 peh-hun/poeh-hun,","Guán/Gún kin-tsio ê sik-tōo bē tshiau-kuè/tshiau-kè peh-hun/pueh-hun,","Guan2/Gun2 kin-tsio e5 sik-too7 be7 tshiau-kue3/tshiau-ke3 peh-hun/pueh-hun,",阮弓蕉ê sek度袂超過八分,阮弓蕉ê sik度袂超過八分,我們的飽度不會超過八分,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,"Goan/Gun kin-chio e sek-to be chhiau-koe/chhiau-ke peh-hun/poeh-hun,","Guan/Gun kin-tsio e sik-too be tshiau-kue/tshiau-ke peh-hun/pueh-hun,"
2730,"ûi-chhî tī chhit, peh/poeh hun chit kha-tau, Ji̍t-pún-lâng siōng kah-ì án-ne.","ui5-chhi5 ti7 chhit, peh/poeh hun chit kha-tau, Jit8-pun2-lang5 siong7 kah-i3 an2-ne.","uî-tshî tī tshit, peh/pueh hun tsit kha-tau, Ji̍t-pún-lâng siōng kah-ì án-ne.","ui5-tshi5 ti7 tshit, peh/pueh hun tsit kha-tau, Jit8-pun2-lang5 siong7 kah-i3 an2-ne.",維持佇七、八分這跤兜，日本人上佮意按呢。,維持佇七、八分這跤兜，日本人上佮意按呢。,在七分，八分中間的飽度，日本人最喜歡這樣,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,"ui-chhi ti chhit, peh/poeh hun chit kha-tau, Jit-pun-lang siong kah-i an-ne.","ui-tshi ti tshit, peh/pueh hun tsit kha-tau, Jit-pun-lang siong kah-i an-ne."
2731,"Kui-ê kin-chio-hn̂g sûn--kòe, tháu-khui pó-hō͘ kóe-chí ê thò-á,","Kui-e5 kin-chio-hng5 sun5--koe3, thau2-khui po2-hoo7 koe2-chi2 e5 tho3-a2,","Kui-ê kin-tsio-hn̂g sûn--kuè, tháu-khui pó-hōo kué-tsí ê thò-á,","Kui-e5 kin-tsio-hng5 sun5--kue3, thau2-khui po2-hoo7 kue2-tsi2 e5 tho3-a2,",規个弓蕉園巡--過，敨開保護果子ê套仔，,規个弓蕉園巡--過，敨開保護果子ê套仔，,巡視整個香蕉園，打開套袋，,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,"Kui-e kin-chio-hn̂g sun--koe, thau-khui po-ho koe-chi e tho-a,","Kui-e kin-tsio-hn̂g sun--kue, thau-khui po-hoo kue-tsi e tho-a,"
2732,"múi chi̍t keng kin-chio, lóng seⁿ/siⁿ kah koh chē/chōe koh súi,","mui2 chit8 keng kin-chio, long2 senn/sinn kah koh che7/choe7 koh sui2,","muí tsi̍t king kin-tsio, lóng senn/sinn kah koh tsē/tsuē koh suí,","mui2 tsit8 king kin-tsio, long2 senn/sinn kah koh tse7/tsue7 koh sui2,",每一弓弓蕉，攏生甲閣濟閣媠,每一弓弓蕉，攏生甲閣濟閣媠,每一弓香蕉結實纍纍，,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,"mui chit keng kin-chio, long se/si kah koh che/choe koh sui,","mui tsit king kin-tsio, long senn/sinn kah koh tse/tsue koh sui,"
2733,it-tēng thang bē/bōe hó kè,it-teng7 thang be7/boe7 ho2 ke3,it-tīng thang bē/buē hó kè,it-ting7 thang be7/bue7 ho2 ke3,一定thang賣好價,一定thang賣好價,賣相極好。,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,it-teng thang be/boe ho ke,it-ting thang be/bue ho ke
2734,keng-chio,keng-chio,king-tsio,king-tsio,弓蕉,弓蕉,香蕉,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,keng-chio,king-tsio
2735,kin-chio,kin-chio,kin-tsio,kin-tsio,弓蕉,弓蕉,香蕉,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,kin-chio,kin-tsio
2736,kim-chio,kim-chio,kim-tsio,kim-tsio,弓蕉,弓蕉,香蕉,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,kim-chio,kim-tsio
2737,jí,ji2,jí,ji2,子,子,算香蕉的單位，根,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,ji,ji
2738,lí,li2,lí,li2,子,子,算香蕉的單位，根,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,li,li
2739,ngeh,ngeh,ngeh,ngeh,莢,莢,算香蕉的單位，根,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,ngeh,ngeh
2740,ngoeh,ngoeh,ngueh,ngueh,莢,莢,算香蕉的單位，根,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,ngoeh,ngueh
2741,koeh,koeh,kueh,kueh,莢,莢,算香蕉的單位，根,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,koeh,kueh
2742,goeh,goeh,gueh,gueh,莢,莢,算香蕉的單位，根,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,goeh,gueh
2743,pî,pi5,pî,pi5,枇,枇,算香蕉的單位，串,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,pi,pi
2744,keng,keng,king,king,弓,弓,算香蕉的單位，弓（很多串長一起還沒整理成串的叫弓）,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,keng,king
2745,kiu,kiu,kiu,kiu,勼,勼,萎縮,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,kiu,kiu
2746,hoân-si̍t,hoan5-sit8,huân-si̍t,huan5-sit8,繁殖,繁殖,繁殖,,,【民視台灣學堂】台語講世事,2019.10.17,https://youtu.be/btOypYd0AzQ,hoan-sit,huan-sit
